metagenome	level 1	level 2	level 3	function	abundance	workbench abundance	avg eValue	avg % ident	avg align len	# hits	workbench # hits	
4698549.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	167	36	-22.41	87.28	58.38	32	3	
4698577.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	275	16	-21.78	92.45	53.74	42	3	
4698569.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	219	19	-21.80	92.44	54.10	33	2	
4698574.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	99	5	-19.78	90.31	51.76	34	2	
4698543.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	202	0	-23.79	85.65	60.87	30	1	
4698576.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	94	4	-26.86	89.41	64.72	23	1	
4698562.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	27	1	-21.44	92.29	53.11	13	1	
4698570.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	92	7	-18.15	90.20	49.26	29	2	
4698551.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	180	8	-21.10	92.60	52.78	29	2	
4698573.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	142	0	-23.62	90.55	58.39	34	1	
4698556.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	88	1	-24.42	88.87	60.63	29	1	
4698560.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	238	16	-22.67	92.89	55.39	34	3	
4698563.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	131	12	-25.77	91.01	61.90	24	3	
4698567.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	28	2	-24.65	84.84	63.81	12	1	
4698554.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	22	2	-21.05	92.94	52.32	10	1	
4698547.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	161	32	-20.63	87.73	54.98	30	2	
4698571.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	36	3	-23.74	85.96	61.81	13	1	
4698545.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	83	2	-22.68	83.21	60.71	25	2	
4698568.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	77	6	-20.11	83.98	55.49	17	2	
4698565.3	Sulfur Metabolism	-	Thioredoxin-disulfide reductase	Thioredoxin reductase (EC 1.8.1.9)	78	1	-20.49	89.56	53.30	30	1	
4698549.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)	17	4	-22.18	82.31	61.65	6	1	
4698577.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)	21	2	-19.21	85.31	52.32	6	1	
4698547.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)	9	1	-21.67	85.67	54.22	5	1	
4698544.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	21	1	-22.24	87.72	57.33	10	1	
4698580.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	26	1	-26.14	96.14	59.14	10	1	
4698558.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	24	2	-21.82	95.58	52.64	10	1	
4698582.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	248	6	-23.35	95.23	55.64	20	1	
4698581.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	60	2	-28.83	96.13	63.09	11	1	
4698572.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	38	1	-25.28	92.43	59.94	13	1	
4698542.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	70	2	-19.64	94.18	49.90	16	1	
4698578.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	168	4	-25.14	94.59	59.09	19	1	
4698546.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	88	3	-21.81	95.86	52.47	19	1	
4698553.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	136	2	-24.08	96.52	55.75	19	1	
4698577.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	164	4	-23.70	94.27	56.95	18	1	
4698574.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	61	1	-22.69	94.81	54.33	14	1	
4698543.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	26	3	-26.83	87.13	66.42	12	1	
4698576.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	64	5	-26.58	93.88	61.25	12	1	
4698551.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	134	2	-21.17	95.53	51.51	16	1	
4698573.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	61	2	-23.17	92.39	56.77	14	1	
4698556.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	36	2	-27.16	91.78	64.66	11	1	
4698560.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	167	7	-23.76	94.34	56.63	16	1	
4698563.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	47	2	-27.67	97.07	61.36	8	1	
4698567.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	6	1	-31.17	95.81	69.67	6	1	
4698571.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	8	2	-25.12	93.89	59.62	4	1	
4698545.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	19	1	-23.55	90.93	58.28	12	1	
4698568.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	13	1	-19.61	86.10	53.92	7	1	
4698565.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Adenylylsulfate kinase (EC 2.7.1.25)	22	2	-18.15	92.80	47.75	9	1	
4698541.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	93	3	-22.44	90.92	55.06	36	2	
4698582.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	1256	12	-20.45	93.15	51.21	139	2	
4698581.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	257	6	-25.25	88.95	61.67	52	2	
4698548.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	1121	16	-19.92	93.25	50.17	128	4	
4698579.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	101	2	-22.55	88.78	56.75	39	1	
4698553.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	613	2	-19.41	92.79	49.54	93	3	
4698549.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	302	27	-23.68	85.46	61.32	59	5	
4698577.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	819	3	-19.25	93.38	49.03	108	3	
4698569.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	610	3	-19.77	92.53	50.50	85	2	
4698574.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	334	5	-21.00	92.22	52.65	72	2	
4698562.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	89	1	-20.27	90.28	52.84	38	1	
4698570.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	293	1	-18.35	92.69	47.72	68	1	
4698551.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	568	2	-19.02	92.95	48.70	84	2	
4698560.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	768	6	-20.45	92.57	51.49	95	2	
4698563.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	230	2	-24.49	88.91	60.07	52	2	
4698554.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	90	1	-20.44	89.55	52.79	39	2	
4698547.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	248	20	-21.50	85.55	57.44	61	4	
4698545.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Ferredoxin	155	2	-24.15	84.12	62.18	46	2	
4698553.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Oxidoreductase probably involved in sulfite reduction	3	1	-10.67	94.29	32.33	2	1	
4698549.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	47	4	-25.13	89.26	60.94	8	1	
4698577.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	107	2	-21.27	88.84	53.10	10	1	
4698574.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	40	2	-27.28	89.12	64.74	8	1	
4698570.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	34	1	-20.82	87.94	53.27	7	1	
4698547.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8)	40	1	-24.73	90.59	58.05	7	1	
4698544.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	21	1	-22.79	88.21	58.05	6	1	
4698580.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	34	1	-29.56	98.11	65.30	5	1	
4698558.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	36	2	-28.41	97.80	63.00	4	1	
4698582.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	361	6	-26.91	97.33	60.67	12	1	
4698581.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	140	2	-29.49	98.44	64.37	8	1	
4698572.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	58	1	-30.30	94.58	67.67	8	1	
4698542.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	45	2	-26.00	93.33	61.23	7	1	
4698578.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	263	4	-27.62	96.39	62.92	10	1	
4698546.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	50	3	-27.67	95.90	62.79	7	1	
4698553.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	202	2	-28.47	98.21	62.97	11	1	
4698577.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	239	4	-26.32	95.84	60.92	10	1	
4698574.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	51	1	-28.81	96.24	64.00	7	1	
4698543.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	29	3	-29.55	89.35	70.30	6	1	
4698576.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	64	5	-32.98	94.92	72.06	8	1	
4698551.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	214	2	-25.30	97.16	57.84	11	1	
4698573.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	67	2	-28.75	94.37	65.83	9	1	
4698556.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	31	2	-28.40	92.92	66.67	7	1	
4698560.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	287	7	-27.10	96.65	61.34	10	1	
4698563.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	80	2	-30.19	99.22	65.28	5	1	
4698567.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	9	1	-33.00	98.61	70.56	2	1	
4698571.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	10	2	-31.10	95.76	69.00	2	1	
4698545.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	7	1	-26.71	88.09	66.43	4	1	
4698568.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	5	1	-17.60	78.92	55.60	3	1	
4698565.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	22	2	-21.38	94.04	53.48	6	1	
4698544.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	13	2	-20.85	97.11	49.46	6	1	
4698541.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	12	1	-32.50	97.02	68.50	4	1	
4698575.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	43	1	-31.78	96.80	67.83	8	1	
4698580.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	18	2	-31.72	96.58	66.89	4	1	
4698582.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	162	5	-25.28	96.31	57.30	11	1	
4698581.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	31	2	-31.81	98.12	67.26	4	1	
4698548.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	143	3	-25.00	96.94	56.67	10	1	
4698579.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	16	1	-30.38	96.96	65.12	5	1	
4698572.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	20	1	-30.60	97.29	65.90	7	1	
4698542.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	26	2	-20.73	96.24	49.92	9	1	
4698578.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	180	4	-27.76	96.96	60.92	15	1	
4698546.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	36	3	-24.56	95.10	57.44	9	1	
4698553.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	91	2	-28.50	97.79	61.95	11	1	
4698549.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	59	3	-26.93	93.24	61.21	10	1	
4698577.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	114	2	-25.68	97.08	57.65	10	1	
4698569.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	108	4	-29.18	97.29	63.23	13	1	
4698574.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	31	1	-32.03	96.38	67.68	8	1	
4698543.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	9	1	-26.55	95.83	59.67	5	1	
4698576.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	20	1	-29.10	97.32	63.80	5	1	
4698570.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	36	1	-25.23	94.69	57.12	9	1	
4698551.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	88	4	-22.72	96.84	52.86	14	1	
4698573.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	53	4	-32.08	98.11	68.02	6	1	
4698556.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	14	1	-27.36	96.24	59.79	5	1	
4698560.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	97	6	-27.18	96.96	60.23	11	1	
4698563.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	21	1	-31.09	98.42	66.14	3	1	
4698554.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	12	1	-24.58	98.71	55.92	3	1	
4698547.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	50	4	-24.94	93.31	58.22	6	1	
4698565.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4)	21	1	-24.40	96.65	56.25	6	1	
4698553.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	176	3	-27.96	95.82	62.46	19	1	
4698549.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	103	1	-29.47	93.58	66.34	10	1	
4698577.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	197	1	-24.74	93.71	58.33	23	1	
4698569.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	193	1	-28.56	96.14	63.22	19	1	
4698562.3	Sulfur Metabolism	Inorganic sulfur assimilation	Inorganic Sulfur Assimilation	Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2)	40	1	-27.39	94.20	62.29	10	1	
