metagenome	level 1	level 2	level 3	function	abundance	workbench abundance	avg eValue	avg % ident	avg align len	# hits	workbench # hits	
4698563.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	5	1	-13.80	79.47	47.60	3	1	
4698568.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	4	1	-15.00	77.26	50.75	4	1	
4698551.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	25	13	-16.28	87.20	45.88	8	1	
4698548.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	70	35	-19.12	87.40	51.87	9	1	
4698573.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	1	1	-33.00	100.00	68.00	1	1	
4698542.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	13	10	-18.69	93.14	47.69	3	1	
4698576.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	9	8	-28.00	96.03	58.33	2	1	
4698549.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	39	1	-19.38	75.89	59.49	10	1	
4698562.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	5	4	-15.60	92.73	40.20	2	1	
4698560.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	24	15	-18.68	89.97	48.52	7	1	
4698565.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	2	1	-13.50	83.33	41.50	2	1	
4698572.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	9	7	-27.55	93.22	60.89	3	1	
4698570.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	17	9	-15.18	87.51	42.59	8	1	
4698544.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	5	3	-14.20	91.34	42.20	3	1	
4698556.3	Photosynthesis	-	Proteorhodopsin	Beta-carotene ketolase (EC 1.14.-.-)	1	1	-28.00	100.00	56.00	1	1	
4698553.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	18	18	-21.67	99.79	48.61	1	1	
4698543.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	31	7	-15.07	70.86	53.72	5	2	
4698578.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	39	17	-14.16	81.40	46.16	5	2	
4698545.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	11	3	-19.64	74.52	61.09	2	1	
4698577.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	45	44	-18.27	98.90	43.93	3	2	
4698580.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	9	3	-22.22	74.23	66.78	2	1	
4698554.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	7	5	-15.71	90.88	44.86	2	1	
4698581.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	5	1	-18.20	70.44	58.60	2	1	
4698575.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	11	3	-18.64	77.70	53.55	2	1	
4698546.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	36	36	-20.22	99.53	47.45	2	2	
4698558.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	9	3	-15.22	75.09	53.11	2	1	
4698569.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	21	21	-20.48	99.82	47.00	1	1	
4698582.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	88	80	-20.66	96.39	49.55	4	3	
4698574.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	21	15	-17.55	90.00	48.60	4	2	
4698563.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	4	1	-14.00	74.70	51.00	2	1	
4698568.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	8	2	-16.50	74.72	57.00	2	1	
4698551.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	28	26	-15.11	97.21	39.64	3	2	
4698548.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	73	64	-17.49	95.48	44.91	5	3	
4698573.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	14	6	-17.36	80.45	51.57	2	1	
4698542.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	23	22	-20.22	98.24	48.96	3	2	
4698576.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	15	6	-20.20	80.78	56.13	3	1	
4698549.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	10	4	-15.40	80.16	48.80	2	1	
4698562.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	7	6	-21.14	94.92	51.29	2	1	
4698560.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	31	28	-16.97	95.98	44.00	4	2	
4698565.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	5	1	-18.40	70.63	57.00	2	1	
4698572.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	16	5	-15.56	77.07	49.69	3	1	
4698570.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	21	15	-13.35	90.24	41.25	5	2	
4698544.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	27	1	-15.76	66.01	59.56	3	1	
4698547.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	7	2	-14.14	76.73	47.57	2	1	
4698556.3	Photosynthesis	-	Proteorhodopsin	Lycopene beta cyclase (EC 1.14.-.-)	8	1	-14.12	67.91	55.50	2	1	
4698553.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	275	29	-24.01	95.12	58.79	20	2	
4698578.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	362	11	-25.51	91.52	63.45	30	1	
4698541.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	61	1	-22.56	93.05	57.28	14	1	
4698545.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	44	2	-24.29	83.74	67.12	17	1	
4698577.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	268	30	-24.64	93.44	60.66	28	1	
4698580.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	49	3	-26.27	92.81	64.72	10	1	
4698554.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	45	2	-23.11	94.24	57.47	9	1	
4698581.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	114	4	-28.96	94.39	67.36	16	1	
4698575.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	144	5	-27.08	93.11	65.44	22	2	
4698546.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	101	15	-21.52	91.42	56.77	20	1	
4698571.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	27	5	-23.37	93.76	58.15	12	1	
4698558.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	49	2	-24.09	92.70	60.00	12	2	
4698567.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	24	5	-20.39	94.31	53.26	10	2	
4698569.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	306	29	-24.84	94.36	60.62	21	1	
4698582.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	437	43	-24.31	92.81	60.76	41	3	
4698574.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	83	9	-24.69	92.13	61.31	22	1	
4698563.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	109	4	-26.58	93.34	64.37	18	1	
4698568.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	42	1	-22.87	86.49	61.71	11	1	
4698551.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	270	24	-22.47	93.90	56.46	27	2	
4698548.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	367	40	-23.63	92.81	59.30	35	2	
4698573.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	174	3	-27.08	93.04	65.07	27	2	
4698542.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	92	17	-20.67	93.73	53.59	20	1	
4698579.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	81	1	-25.00	93.17	61.95	16	1	
4698576.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	86	3	-28.14	92.68	67.58	14	1	
4698549.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	161	2	-24.78	90.26	62.99	23	1	
4698562.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	64	2	-24.51	93.06	60.96	11	1	
4698560.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	301	26	-24.75	93.86	60.78	26	1	
4698572.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	90	5	-24.57	92.97	61.06	14	1	
4698570.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	87	10	-21.21	92.08	55.85	22	1	
4698544.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	42	1	-23.64	87.20	63.50	14	1	
4698547.3	Photosynthesis	-	Proteorhodopsin	Octaprenyl-diphosphate synthase (EC 2.5.1.-)	135	2	-24.92	90.74	62.66	21	1	
4698553.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	34	31	-13.53	97.35	37.50	3	1	
4698543.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	28	7	-24.17	86.78	62.92	3	1	
4698578.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	43	7	-15.49	83.60	48.57	9	1	
4698545.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	13	2	-27.55	83.00	71.45	4	1	
4698577.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	57	41	-17.36	92.39	46.07	6	1	
4698580.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	12	2	-18.55	84.68	52.89	3	1	
4698554.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	5	5	-13.80	99.57	37.20	1	1	
4698581.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	9	1	-15.38	79.96	50.12	5	1	
4698575.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	11	3	-22.73	87.01	59.91	2	1	
4698546.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	18	17	-19.55	97.86	46.95	2	1	
4698571.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	4	1	-19.00	83.86	54.25	2	1	
4698558.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	16	3	-19.92	83.85	56.85	3	1	
4698567.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	7	1	-21.20	83.43	59.80	3	1	
4698569.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	30	28	-16.23	97.92	42.20	2	1	
4698582.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	98	75	-18.81	94.29	48.09	8	1	
4698574.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	24	19	-18.00	95.97	46.58	3	1	
4698563.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	9	1	-17.88	77.61	57.00	5	1	
4698568.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	23	3	-22.00	78.83	64.27	4	1	
4698551.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	36	28	-15.69	92.80	42.97	8	1	
4698548.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	83	67	-18.82	95.16	47.93	5	1	
4698573.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	11	5	-23.45	89.24	60.27	3	1	
4698542.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	17	17	-21.76	99.33	50.47	1	1	
4698576.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	24	14	-25.00	92.94	59.50	5	1	
4698549.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	19	1	-12.31	75.77	47.12	7	1	
4698562.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	6	6	-11.50	100.00	32.83	1	1	
4698560.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	45	35	-17.61	94.54	45.66	8	1	
4698572.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	20	9	-26.39	91.44	63.22	4	1	
4698570.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	21	16	-18.24	92.39	48.33	3	1	
4698544.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	32	5	-22.88	85.23	62.54	4	1	
4698547.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	15	1	-15.93	71.03	57.20	6	1	
4698556.3	Photosynthesis	-	Proteorhodopsin	Phytoene synthase (EC 2.5.1.32)	15	2	-23.57	81.78	66.14	4	1	
4698553.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	74	73	-19.18	99.39	44.96	7	6	
4698543.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	6	5	-25.83	99.80	55.50	4	3	
4698578.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	38	37	-19.74	99.91	45.69	4	3	
4698541.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	4	4	-16.00	100.00	39.25	2	2	
4698545.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	6	6	-27.33	99.36	59.00	2	2	
4698577.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	151	150	-23.91	99.75	52.63	7	6	
4698580.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	4	4	-28.25	100.00	59.75	2	2	
4698554.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	11	9	-20.73	100.00	47.27	4	3	
4698581.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	5	5	-35.40	100.00	71.40	2	2	
4698575.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	13	13	-25.15	99.35	55.69	3	3	
4698546.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	60	59	-22.47	99.83	49.90	5	4	
4698571.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	3	3	-31.33	98.94	64.00	2	2	
4698558.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	4	4	-16.75	99.02	42.25	2	2	
4698567.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	5	5	-22.20	99.37	49.60	2	2	
4698569.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	92	90	-18.32	99.71	43.84	7	5	
4698582.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	164	161	-21.85	99.78	49.28	5	4	
4698574.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	44	41	-18.23	99.72	44.02	6	3	
4698563.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	4	4	-29.25	99.17	62.00	2	2	
4698568.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	12	12	-20.17	100.00	47.67	3	3	
4698551.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	76	75	-22.64	99.37	50.74	7	6	
4698548.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	151	146	-21.16	99.53	48.30	7	6	
4698573.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	12	12	-30.67	99.67	62.42	2	2	
4698542.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	56	55	-22.96	99.42	50.97	5	4	
4698579.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	3	3	-22.67	100.00	49.00	2	2	
4698576.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	12	12	-32.75	99.90	66.17	3	3	
4698549.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	2	2	-6.50	97.72	25.50	1	1	
4698562.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	11	10	-20.09	99.84	45.91	5	4	
4698560.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	82	80	-23.35	99.56	51.73	8	6	
4698565.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	5	4	-19.80	99.29	45.40	3	2	
4698572.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	13	13	-21.15	99.73	48.15	3	3	
4698570.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	39	37	-17.26	99.35	42.80	6	4	
4698544.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	7	6	-18.86	98.08	44.72	3	2	
4698547.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	1	1	-8.00	100.00	29.00	1	1	
4698556.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ia (PsaA)	7	7	-34.57	100.00	68.72	2	2	
4698553.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	81	78	-19.55	99.73	44.45	7	5	
4698543.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	8	7	-27.29	99.19	57.57	4	3	
4698578.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	44	38	-19.18	99.44	44.79	8	3	
4698545.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	6	6	-32.00	100.00	62.60	3	3	
4698577.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	124	116	-19.97	99.56	45.23	9	4	
4698580.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	4	2	-23.25	99.55	50.25	3	1	
4698554.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	9	8	-20.11	99.79	44.56	4	3	
4698581.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	6	6	-30.40	99.62	63.40	2	2	
4698575.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	24	23	-19.18	98.95	44.18	6	5	
4698546.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	104	98	-21.78	99.78	48.06	9	5	
4698571.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	5	4	-20.40	100.00	45.00	2	1	
4698558.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	5	3	-20.00	99.65	45.00	4	2	
4698567.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	5	5	-21.75	100.00	47.25	2	2	
4698569.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	77	75	-21.25	99.48	47.07	7	5	
4698582.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	155	148	-23.44	99.55	51.03	9	5	
4698574.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	65	65	-22.56	99.83	49.34	5	5	
4698563.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	9	9	-27.00	100.00	57.14	3	3	
4698568.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	5	5	-27.00	99.00	58.40	2	2	
4698551.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	82	78	-20.72	99.71	46.46	6	4	
4698548.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	230	219	-22.81	99.58	49.86	12	6	
4698573.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	10	9	-26.12	99.25	53.38	5	4	
4698542.3	Photosynthesis	Electron transport and photophosphorylation	Photosystem I	photosystem I P700 chlorophyll a apoprotein subunit Ib (PsaB)	50	47	-21.38	99.62	47.52	6	4	
