metagenome	level 1	level 2	level 3	function	abundance	workbench abundance	avg eValue	avg % ident	avg align len	# hits	workbench # hits	
4698542.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	64	1	-21.08	92.68	52.25	15	1	
4698578.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	239	4	-28.07	93.31	63.32	20	2	
4698546.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	73	2	-25.90	93.20	60.14	12	2	
4698553.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	134	2	-28.78	96.88	62.45	9	2	
4698549.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	144	34	-27.81	89.93	64.96	15	2	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	203	16	-25.46	93.45	58.83	15	2	
4698569.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	153	1	-28.63	96.86	62.45	9	1	
4698574.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	58	3	-26.02	91.61	61.29	15	2	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	59	4	-23.00	91.89	55.41	15	2	
4698551.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	151	6	-26.18	94.98	59.20	14	2	
4698560.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	197	9	-27.54	94.65	61.92	15	2	
4698563.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	106	6	-28.06	92.66	63.59	13	2	
4698547.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	144	38	-25.05	89.09	61.19	15	2	
4698545.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	39	9	-25.65	82.32	66.76	11	2	
4698568.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate synthase [NADPH] small chain (EC 1.4.1.13)	30	3	-23.92	80.04	65.20	6	1	
4698541.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	56	1	-20.91	85.93	57.50	8	1	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	342	6	-23.14	85.80	61.10	15	1	
4698581.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	151	1	-27.23	87.08	67.58	7	1	
4698548.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	319	6	-22.77	85.52	60.53	14	1	
4698578.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	375	2	-24.16	87.38	61.97	13	1	
4698546.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	110	1	-21.43	86.44	57.70	11	1	
4698549.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	175	14	-22.69	82.55	62.54	9	1	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	225	6	-22.06	86.23	58.47	15	1	
4698574.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	93	1	-25.53	85.19	65.54	11	1	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	91	3	-23.81	85.03	62.45	12	1	
4698560.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	294	4	-23.06	86.26	60.58	12	1	
4698563.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	141	1	-24.94	86.91	63.59	7	1	
4698547.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	160	10	-22.68	83.54	61.64	11	1	
4698545.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamate-ammonia-ligase adenylyltransferase (EC 2.7.7.42)	13	1	-24.31	79.42	67.69	6	1	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	342	2	-25.80	96.16	58.30	36	1	
4698548.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	289	1	-22.66	96.98	52.65	37	1	
4698553.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	213	1	-24.77	97.43	55.98	30	1	
4698549.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	116	1	-26.97	94.86	61.13	16	1	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	281	1	-24.22	96.79	55.11	35	1	
4698569.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	225	1	-26.40	97.45	58.46	27	1	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	71	1	-23.48	96.38	54.09	20	1	
4698551.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	238	2	-24.00	95.73	55.14	27	1	
4698560.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	302	2	-25.45	95.68	57.88	32	1	
4698547.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	101	2	-26.85	95.39	60.52	11	1	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	158	13	-23.12	94.89	57.18	26	1	
4698581.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	66	1	-29.36	96.08	67.25	11	1	
4698548.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	133	7	-21.13	95.25	53.44	26	1	
4698578.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	132	2	-23.34	95.58	57.58	18	1	
4698553.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	78	1	-20.93	98.04	52.06	16	1	
4698549.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	69	7	-26.83	92.99	65.10	12	1	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	105	2	-20.54	95.31	52.66	19	1	
4698569.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	99	1	-25.96	98.09	60.69	15	1	
4698574.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	30	2	-22.33	93.28	55.93	14	1	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	37	3	-21.75	96.41	54.29	13	1	
4698551.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	81	2	-22.40	97.92	54.51	15	1	
4698560.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	109	1	-24.13	97.46	57.70	15	1	
4698563.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	50	2	-24.24	95.58	58.78	14	1	
4698547.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	54	6	-25.44	93.18	62.04	11	1	
4698545.3	Nitrogen Metabolism	-	Ammonia assimilation	Nitrogen regulatory protein P-II	16	1	-22.00	84.95	62.08	8	1	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	431	3	-23.54	88.61	59.12	21	2	
4698548.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	375	3	-21.98	89.35	55.67	21	2	
4698578.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	456	2	-25.73	90.34	61.77	16	2	
4698549.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	198	6	-25.85	85.66	65.51	10	2	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	315	1	-22.53	89.28	56.75	18	1	
4698574.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	110	1	-23.92	89.77	59.28	16	1	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	95	2	-21.91	90.39	55.21	13	2	
4698563.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	195	3	-25.14	89.68	61.52	14	1	
4698567.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	12	1	-28.50	93.51	65.92	5	1	
4698547.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	167	7	-24.27	85.09	63.17	11	2	
4698568.3	Nitrogen Metabolism	-	Ammonia assimilation	[Protein-PII] uridylyltransferase (EC 2.7.7.59)	19	1	-14.29	75.40	49.79	11	1	
4698582.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	15	1	-12.33	64.63	51.78	4	1	
4698548.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	21	2	-9.76	67.53	44.38	4	1	
4698549.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	6	1	-14.57	64.07	56.29	3	1	
4698547.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	10	1	-12.67	68.33	50.50	4	1	
4698568.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	1	1	-11.00	77.27	44.00	1	1	
4698565.3	Nitrogen Metabolism	-	Cyanate hydrolysis	Cyn operon transcriptional activator	3	1	-10.00	67.86	46.00	3	1	
4698582.3	Nitrogen Metabolism	-	Dissimilatory nitrite reductase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	352	4	-21.93	91.40	56.61	31	1	
4698581.3	Nitrogen Metabolism	-	Dissimilatory nitrite reductase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	171	1	-26.24	92.82	63.11	15	1	
4698548.3	Nitrogen Metabolism	-	Dissimilatory nitrite reductase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	386	6	-21.39	91.41	55.75	29	1	
4698546.3	Nitrogen Metabolism	-	Dissimilatory nitrite reductase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	104	1	-21.50	91.35	56.02	17	1	
4698549.3	Nitrogen Metabolism	-	Dissimilatory nitrite reductase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	131	5	-22.48	87.83	59.99	18	1	
4698577.3	Nitrogen Metabolism	-	Dissimilatory nitrite reductase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	238	2	-23.97	91.49	59.84	26	1	
4698551.3	Nitrogen Metabolism	-	Dissimilatory nitrite reductase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	263	2	-21.62	91.06	56.01	21	1	
4698560.3	Nitrogen Metabolism	-	Dissimilatory nitrite reductase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	378	3	-22.05	90.18	57.21	25	1	
4698563.3	Nitrogen Metabolism	-	Dissimilatory nitrite reductase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	104	1	-26.60	92.32	64.08	12	1	
4698547.3	Nitrogen Metabolism	-	Dissimilatory nitrite reductase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	105	6	-21.68	87.92	58.10	17	1	
4698545.3	Nitrogen Metabolism	-	Dissimilatory nitrite reductase	Uroporphyrinogen-III methyltransferase (EC 2.1.1.107)	11	1	-21.82	89.04	58.00	8	1	
4698582.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	581	0	-21.51	89.21	55.64	26	1	
4698581.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	195	1	-27.00	87.09	66.70	13	1	
4698548.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	445	3	-20.25	89.91	52.74	28	1	
4698578.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	424	2	-21.77	86.54	57.23	29	1	
4698549.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	176	6	-22.35	84.43	59.71	16	1	
4698574.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	153	1	-21.66	89.40	55.86	12	1	
4698570.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	138	0	-20.16	89.34	53.36	13	1	
4698560.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	402	0	-21.77	87.88	56.71	29	1	
4698563.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	170	2	-26.24	87.55	64.99	11	1	
4698547.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Assimilatory nitrate reductase large subunit (EC:1.7.99.4)	163	11	-22.25	83.61	60.58	14	1	
4698544.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	37	1	-22.10	89.89	55.90	14	1	
4698541.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	56	1	-23.92	93.26	57.77	15	1	
4698582.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	511	3	-24.77	91.52	59.93	39	1	
4698581.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	174	1	-28.06	94.61	63.88	19	1	
4698548.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	534	6	-23.65	92.40	57.28	34	1	
4698578.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	639	2	-26.23	91.20	62.68	26	1	
4698549.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	184	4	-28.30	91.40	66.12	17	1	
4698577.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	497	2	-24.78	92.07	59.47	36	1	
4698574.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	127	1	-29.09	93.32	66.17	18	1	
4698570.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	112	1	-26.89	93.77	61.78	18	1	
4698556.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	84	1	-27.88	90.01	65.53	21	1	
4698547.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	168	2	-26.59	91.97	62.57	13	1	
4698545.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Nitrite reductase [NAD(P)H] large subunit (EC 1.7.1.4)	26	4	-23.73	86.74	61.00	13	1	
4698545.3	Nitrogen Metabolism	-	Nitrate and nitrite ammonification	Response regulator NasT	2	1	-12.50	88.46	40.50	2	1	
4698582.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	130	1	-15.83	75.23	53.64	24	1	
4698578.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	118	1	-21.84	84.47	58.47	18	1	
4698549.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	106	2	-16.00	72.48	55.10	19	1	
4698574.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	21	1	-14.90	75.04	48.72	14	1	
4698551.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	51	1	-13.82	79.15	46.02	14	1	
4698560.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	90	1	-18.09	77.42	55.81	20	1	
4698547.3	Nitrogen Metabolism	-	Nitric oxide synthase	putative cytochrome P450 hydroxylase	81	2	-15.88	73.52	53.86	15	1	
