metagenome	level 1	level 2	level 3	function	abundance	workbench abundance	avg eValue	avg % ident	avg align len	# hits	workbench # hits	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolase involved in phosphonate metabolism	13	2	-20.50	76.90	62.14	10	2	
4698545.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolase involved in phosphonate metabolism	3	1	-12.67	80.74	44.67	3	1	
4698579.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolase involved in phosphonate metabolism	12	6	-22.75	88.91	57.50	6	2	
4698580.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolase involved in phosphonate metabolism	6	1	-17.14	76.64	56.29	6	1	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolase involved in phosphonate metabolism	18	1	-14.12	80.55	47.00	8	1	
4698558.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolase involved in phosphonate metabolism	8	1	-17.00	76.86	55.29	6	1	
4698547.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolase involved in phosphonate metabolism	16	9	-20.14	91.75	53.22	6	2	
4698544.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolase involved in phosphonate metabolism	7	1	-17.25	76.52	56.25	7	1	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolase involved in phosphonate metabolism	38	5	-21.47	82.48	61.17	9	2	
4698556.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	13	2	-20.67	78.69	59.50	7	1	
4698541.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	8	6	-25.00	92.23	56.88	4	2	
4698576.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	23	3	-19.33	78.83	54.33	11	2	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	40	9	-15.57	81.10	47.73	15	2	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	48	10	-16.56	80.37	49.65	16	2	
4698563.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	17	6	-20.38	84.59	54.44	8	2	
4698575.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	18	6	-17.94	85.31	50.00	9	2	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	11	4	-15.36	81.94	46.91	8	2	
4698567.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	3	1	-6.33	86.14	28.00	3	1	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	18	5	-19.53	84.48	53.41	7	1	
4698549.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	21	8	-14.00	84.68	42.30	8	2	
4698565.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	16	2	-16.54	78.41	50.92	10	2	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	25	6	-20.45	83.53	55.00	10	2	
4698573.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	14	4	-21.87	78.80	60.80	9	2	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	28	7	-19.58	79.42	55.46	12	2	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	20	6	-18.62	85.62	50.12	9	2	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	23	9	-20.19	86.61	52.14	9	2	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	33	5	-16.00	77.50	51.03	14	2	
4698581.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	20	6	-24.17	83.06	60.61	9	2	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	12	3	-18.17	78.45	53.58	10	1	
4698579.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	10	6	-26.20	89.26	60.90	5	2	
4698580.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	8	4	-21.25	81.20	57.75	4	2	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	20	4	-15.33	81.47	46.78	10	2	
4698558.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	7	3	-19.00	82.61	53.72	5	2	
4698547.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	14	5	-10.57	83.83	36.64	5	1	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein	41	1	-16.39	78.23	50.70	17	1	
4698541.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	4	2	-18.25	86.66	52.25	3	1	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	5	2	-16.40	84.70	51.80	4	1	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	10	3	-13.80	85.40	45.40	5	1	
4698563.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	3	3	-24.33	96.20	57.33	1	1	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	3	2	-22.67	89.79	58.33	2	1	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	6	1	-10.17	75.71	45.50	4	1	
4698549.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	5	5	-20.00	97.57	49.40	2	2	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	5	4	-15.60	90.13	47.40	2	1	
4698572.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	1	1	-40.00	98.77	81.00	1	1	
4698573.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	2	2	-22.50	97.22	52.50	1	1	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	4	3	-25.50	92.77	60.25	2	1	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	10	5	-21.71	91.40	55.72	4	2	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	7	5	-20.00	91.13	54.14	4	2	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	7	4	-17.71	86.94	51.00	3	1	
4698581.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	2	2	-24.50	96.03	57.50	1	1	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	2	2	-36.50	98.05	75.00	1	1	
4698579.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	4	3	-25.00	94.86	59.25	2	1	
4698580.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	1	1	-11.00	100.00	35.00	1	1	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	3	3	-15.00	97.85	40.00	1	1	
4698558.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	2	1	-12.50	82.21	48.50	2	1	
4698547.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	3	3	-18.67	98.53	45.67	1	1	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnG protein	4	3	-17.25	90.83	48.50	2	1	
4698556.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	2	1	-22.00	73.44	68.50	2	1	
4698541.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	2	1	-6.50	84.08	31.50	2	1	
4698576.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	2	1	-21.00	85.22	57.50	2	1	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	6	4	-17.67	88.31	50.17	4	2	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	7	4	-20.43	85.49	55.29	5	2	
4698543.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	4	2	-16.75	84.56	51.00	2	1	
4698563.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	1	1	-25.00	94.83	58.00	1	1	
4698575.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	4	3	-12.50	88.14	39.50	3	2	
4698568.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	2	1	-30.50	78.97	80.00	2	1	
4698567.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	3	2	-19.00	85.88	52.00	3	2	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	7	3	-14.14	81.27	48.43	5	2	
4698549.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	6	5	-25.17	93.42	59.83	3	2	
4698565.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	3	1	-18.00	75.45	59.00	3	1	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	7	3	-16.71	83.17	51.43	4	2	
4698572.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	2	2	-22.00	98.51	54.00	1	1	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	5	2	-23.40	82.13	64.20	5	2	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	2	2	-23.67	83.17	64.00	2	1	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	4	4	-24.20	88.74	60.80	3	2	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	11	3	-19.60	80.86	58.80	6	2	
4698581.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	5	5	-25.40	98.37	58.80	2	2	
4698545.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	3	2	-26.00	87.33	68.00	3	2	
4698580.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	2	1	-34.00	84.47	81.50	2	1	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	5	3	-14.60	85.51	45.60	2	1	
4698571.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	3	2	-19.33	88.24	50.67	3	2	
4698558.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	1	1	-23.00	94.44	54.00	1	1	
4698547.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	5	4	-20.20	93.07	51.60	2	1	
4698544.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	4	2	-13.25	83.07	46.50	3	2	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnH protein	5	2	-25.80	81.05	68.00	4	2	
4698541.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	8	7	-27.43	97.14	61.43	3	2	
4698576.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	5	3	-23.50	94.09	56.25	4	2	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	24	10	-19.57	96.83	48.36	6	2	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	44	13	-18.92	96.32	48.00	8	2	
4698562.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	4	2	-14.67	80.00	49.00	3	2	
4698543.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	8	3	-31.00	93.53	70.38	6	2	
4698563.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	7	5	-28.29	97.06	63.14	3	2	
4698575.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	6	2	-28.00	93.04	65.50	4	1	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	9	4	-23.00	90.47	58.00	5	2	
4698568.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	4	4	-21.50	99.59	50.50	1	1	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	25	9	-16.62	91.35	46.94	8	2	
4698549.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	10	10	-29.50	99.87	63.30	2	2	
4698565.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	3	2	-18.00	93.38	46.67	2	1	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	25	8	-24.89	90.12	63.16	9	2	
4698572.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	6	3	-17.25	95.15	45.25	2	1	
4698573.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	12	10	-27.00	95.16	63.10	4	2	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	17	5	-18.31	87.55	50.23	6	2	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	25	11	-23.39	98.14	55.17	6	2	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	27	9	-25.00	97.95	57.88	8	2	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	49	15	-22.27	92.12	55.96	9	2	
4698581.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	9	7	-30.12	97.13	66.75	3	2	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	6	3	-28.33	92.53	64.67	3	1	
4698545.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	3	2	-21.67	97.56	52.67	3	2	
4698579.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	10	8	-24.62	98.23	56.38	4	2	
4698580.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	9	3	-19.17	91.91	51.17	5	2	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	8	4	-9.29	91.93	34.43	5	2	
4698554.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	5	3	-19.00	90.75	52.33	3	2	
4698558.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	5	2	-21.20	91.50	54.60	5	2	
4698547.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	7	7	-26.00	99.43	58.00	2	2	
4698544.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	7	4	-28.43	90.70	68.29	4	1	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnI protein	14	3	-24.00	93.03	59.00	7	2	
4698541.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	8	4	-26.38	96.88	58.62	4	1	
4698576.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	8	2	-30.33	93.55	67.17	3	1	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	26	6	-20.74	93.35	50.05	11	1	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	37	8	-22.73	94.07	53.59	12	2	
4698543.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	5	1	-36.00	89.15	79.00	3	1	
4698563.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	12	7	-27.89	98.66	60.56	3	1	
4698575.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	12	4	-26.08	92.59	59.42	6	2	
4698570.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	13	7	-19.60	96.05	47.80	5	2	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	15	4	-21.00	96.77	50.07	8	2	
4698549.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	11	7	-33.50	98.78	69.25	2	1	
4698546.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	15	2	-28.17	95.06	62.58	7	2	
4698572.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	1	1	-13.00	100.00	36.00	1	1	
4698573.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	25	8	-22.69	96.62	52.38	7	2	
4698560.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	14	3	-19.77	93.92	48.38	9	2	
4698553.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	31	12	-20.57	98.12	49.10	7	1	
4698569.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	34	13	-23.24	98.29	53.10	8	2	
4698577.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	33	9	-19.50	96.77	46.73	9	1	
4698581.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	13	7	-27.00	98.35	59.18	4	1	
4698574.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	7	4	-24.86	96.04	56.00	4	1	
4698545.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	2	1	-34.00	94.51	74.50	2	1	
4698579.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	11	4	-32.62	96.92	68.75	4	1	
4698580.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	8	1	-26.83	92.36	61.67	6	1	
4698551.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	21	2	-16.50	92.94	43.36	9	1	
4698558.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	4	1	-20.75	94.64	50.00	4	1	
4698547.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	5	5	-26.40	100.00	57.20	1	1	
4698544.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	2	1	-10.00	100.00	29.00	2	1	
4698578.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	PhnJ protein	14	3	-23.75	93.56	56.00	7	1	
4698556.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	2	1	-23.50	94.00	59.00	2	1	
4698541.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	7	2	-16.43	98.58	43.14	6	1	
4698576.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	2	1	-20.00	91.37	52.00	2	1	
4698548.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	9	5	-20.67	93.59	52.22	5	1	
4698582.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	12	3	-22.42	93.50	55.50	7	1	
4698543.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	2	1	-35.50	99.39	77.00	2	1	
4698563.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	8	3	-18.50	99.34	46.00	4	1	
4698575.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	3	1	-22.00	100.00	53.50	2	1	
4698567.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	3	2	-29.67	97.44	66.00	2	1	
4698542.3	Phosphorus Metabolism	-	Alkylphosphonate utilization	Phosphonates transport ATP-binding protein PhnK	6	2	-29.50	92.62	68.67	5	1	
