metagenome	level 1	level 2	level 3	function	abundance	workbench abundance	avg eValue	avg % ident	avg align len	# hits	workbench # hits	
4698574.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	93	2	-22.88	95.65	55.07	15	1	
4698545.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	31	1	-25.23	88.01	63.38	9	1	
4698579.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	23	4	-27.95	93.62	65.41	5	2	
4698580.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	36	1	-26.11	92.29	63.29	11	1	
4698551.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	185	2	-23.38	95.46	56.03	17	1	
4698571.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	19	1	-24.76	91.13	61.82	10	1	
4698558.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	34	1	-24.32	92.97	59.74	8	1	
4698547.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	60	3	-23.52	89.75	59.05	12	2	
4698544.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	63	1	-21.84	86.18	59.40	11	1	
4698578.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	210	4	-24.42	92.94	59.50	19	2	
4698556.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	28	1	-27.04	86.50	69.14	8	1	
4698541.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	48	5	-24.17	87.64	63.39	7	1	
4698576.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	61	2	-24.76	87.06	64.85	10	2	
4698548.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	172	5	-22.01	89.18	57.78	14	2	
4698582.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	195	4	-23.24	88.87	60.47	18	2	
4698563.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	74	7	-25.03	86.41	65.70	7	2	
4698575.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	65	2	-26.66	87.23	68.20	8	2	
4698570.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	55	1	-19.73	87.40	54.33	8	1	
4698567.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	5	2	-17.60	95.19	45.40	4	2	
4698542.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	52	5	-19.74	91.70	52.04	7	2	
4698549.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	61	6	-26.20	86.04	68.53	7	2	
4698546.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	61	7	-19.79	91.03	52.45	9	2	
4698572.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	44	1	-24.07	89.34	61.14	6	1	
4698573.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	70	6	-25.60	86.99	66.83	8	2	
4698560.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	160	7	-22.97	88.91	60.43	13	2	
4698553.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	152	10	-22.96	88.61	61.07	11	2	
4698569.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	166	11	-23.17	89.38	61.23	10	2	
4698577.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	206	4	-22.34	88.89	59.09	14	2	
4698581.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	95	8	-25.32	87.52	65.71	6	2	
4698574.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	57	1	-24.74	86.41	64.83	11	1	
4698579.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	49	6	-24.94	88.23	64.22	8	2	
4698580.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	30	1	-24.13	89.56	61.87	5	1	
4698551.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	120	6	-22.83	88.95	59.95	12	2	
4698571.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	6	2	-26.50	93.36	63.50	3	1	
4698558.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	24	1	-21.29	90.59	56.58	4	1	
4698547.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	67	6	-23.62	85.69	63.46	8	2	
4698578.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	222	1	-23.53	86.16	62.91	14	1	
4698556.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	22	1	-26.38	89.42	65.62	7	1	
4698541.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	25	1	-21.08	89.81	55.96	9	1	
4698548.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	154	4	-20.68	92.39	55.03	22	1	
4698582.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	180	4	-22.88	91.75	59.37	22	1	
4698543.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	49	3	-21.98	84.17	60.49	14	1	
4698563.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	44	7	-24.68	92.95	61.64	4	1	
4698575.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	68	4	-22.22	90.02	58.22	13	1	
4698570.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	41	3	-19.27	92.13	52.76	9	1	
4698542.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	60	6	-17.94	91.92	49.66	11	1	
4698549.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	47	2	-25.51	88.03	66.41	8	1	
4698565.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	15	1	-23.47	88.39	60.93	7	1	
4698546.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	59	6	-20.98	94.02	54.41	8	1	
4698572.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	30	1	-22.31	89.74	58.24	9	1	
4698573.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	72	3	-25.73	90.03	64.71	16	1	
4698560.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	134	2	-21.85	92.24	56.70	17	1	
4698553.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	91	7	-17.20	93.73	47.80	10	1	
4698569.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	106	9	-20.70	94.12	53.98	11	1	
4698577.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	142	7	-21.60	91.73	56.62	18	1	
4698581.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	42	6	-24.07	92.74	60.60	5	1	
4698574.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	41	4	-20.10	94.54	53.00	6	1	
4698579.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	21	1	-19.59	86.89	54.45	8	1	
4698551.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	89	2	-19.44	91.82	52.39	14	1	
4698554.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	16	1	-21.00	91.73	55.44	5	1	
4698547.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	45	2	-22.70	87.77	60.58	8	1	
4698544.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	41	1	-20.18	82.34	58.11	12	1	
4698578.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase alpha chain (EC 4.2.1.20)	121	3	-20.29	89.87	55.19	15	1	
4698556.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	53	3	-25.96	94.14	60.94	11	1	
4698541.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	34	4	-26.18	95.29	60.41	11	1	
4698548.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	385	17	-22.57	97.03	53.23	27	1	
4698582.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	448	16	-24.69	97.01	56.82	30	1	
4698562.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	37	4	-26.92	96.22	60.81	11	1	
4698563.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	74	8	-30.14	96.42	66.43	12	1	
4698575.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	162	10	-27.11	96.08	61.43	19	1	
4698570.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	111	6	-21.34	96.00	51.72	17	1	
4698542.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	76	5	-22.80	97.36	53.20	13	1	
4698549.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	168	5	-26.94	95.17	61.77	18	1	
4698565.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	52	4	-25.08	94.29	58.74	10	1	
4698546.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	125	9	-24.21	97.47	55.19	17	1	
4698572.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	119	1	-30.48	95.99	67.65	14	1	
4698573.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	159	12	-25.70	95.77	59.26	19	1	
4698560.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	288	4	-24.53	97.59	56.32	24	1	
4698553.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	273	16	-27.11	98.37	60.20	24	1	
4698569.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	301	18	-26.15	98.11	58.85	26	1	
4698577.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	373	6	-24.16	97.10	55.92	31	1	
4698581.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	157	12	-31.83	97.07	68.75	14	1	
4698574.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	119	6	-23.89	96.54	55.85	20	1	
4698545.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	42	2	-28.42	91.98	65.36	13	1	
4698579.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	38	3	-25.52	95.62	59.37	11	1	
4698551.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	237	5	-23.26	97.44	54.44	20	1	
4698554.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	37	3	-26.41	96.44	59.92	10	1	
4698547.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	152	5	-25.55	95.07	59.10	17	1	
4698544.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	71	1	-26.95	91.42	63.78	13	1	
4698578.3	Secondary Metabolism	Plant Hormones	Auxin biosynthesis	Tryptophan synthase beta chain (EC 4.2.1.20)	366	3	-24.11	95.33	56.83	28	1	
4698556.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	93	5	-27.63	89.43	64.72	32	3	
4698541.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	77	23	-23.92	94.78	55.54	17	4	
4698576.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	141	11	-30.76	91.13	68.81	31	4	
4698548.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	739	58	-23.49	93.13	55.15	72	5	
4698582.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	817	75	-24.56	92.78	57.37	76	5	
4698562.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	55	6	-24.92	93.38	58.27	18	4	
4698543.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	135	16	-28.51	85.21	69.32	32	5	
4698563.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	240	59	-28.54	93.99	63.77	33	5	
4698575.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	219	31	-29.26	92.71	64.93	34	4	
4698570.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	173	13	-23.19	92.21	55.03	39	4	
4698568.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	71	8	-22.84	82.92	60.97	27	2	
4698567.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	47	8	-27.09	93.04	61.28	16	4	
4698542.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	186	36	-20.67	94.52	49.93	39	5	
4698549.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	339	52	-26.76	88.90	63.40	46	5	
4698565.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	75	4	-23.07	90.52	55.68	29	3	
4698546.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	211	43	-23.19	94.14	54.37	45	5	
4698572.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	143	8	-28.45	91.75	64.31	29	4	
4698573.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	268	38	-30.66	93.08	67.07	29	5	
4698560.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	482	30	-25.52	94.03	57.88	47	5	
4698553.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	312	61	-25.61	96.29	56.92	22	5	
4698569.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	317	64	-27.24	96.16	59.57	22	5	
4698577.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	636	37	-23.40	93.48	54.41	74	4	
4698581.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	278	77	-31.11	94.31	67.25	34	5	
4698574.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	208	20	-24.65	91.67	58.19	44	4	
4698545.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	70	10	-27.08	84.96	67.10	29	3	
4698579.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	79	23	-26.23	94.69	59.28	17	5	
4698580.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	76	7	-28.77	93.05	64.28	19	5	
4698551.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	349	26	-22.67	94.12	53.23	45	5	
4698554.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	47	6	-23.70	94.03	55.30	17	4	
4698571.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	49	9	-28.38	92.26	64.38	16	3	
4698558.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	62	4	-25.27	92.96	58.65	14	2	
4698547.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	273	47	-24.84	89.17	59.72	46	5	
4698544.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	104	14	-25.98	85.92	64.81	26	5	
4698578.3	Secondary Metabolism	Plant Hormones	Auxin degradation	Peroxidase (EC 1.11.1.7)	524	24	-26.42	91.81	61.02	69	4	
