metagenome	level 1	level 2	level 3	function	abundance	workbench abundance	avg eValue	avg % ident	avg align len	# hits	workbench # hits	
4698562.3	Nitrogen Metabolism	-	Ammonia assimilation	Ammonium transporter family	3	3	-24.00	100.00	52.00	1	1	
4698560.3	Nitrogen Metabolism	-	Ammonia assimilation	Ammonium transporter family	59	49	-19.64	99.67	46.70	2	1	
4698565.3	Nitrogen Metabolism	-	Ammonia assimilation	Ammonium transporter family	2	1	-9.00	85.42	38.00	2	1	
4698572.3	Nitrogen Metabolism	-	Ammonia assimilation	Ammonium transporter family	6	5	-21.83	95.14	54.33	2	1	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	Ammonium transporter family	31	31	-17.92	99.36	44.15	3	3	
4698544.3	Nitrogen Metabolism	-	Ammonia assimilation	Ammonium transporter family	5	2	-11.40	84.96	41.80	2	1	
4698547.3	Nitrogen Metabolism	-	Ammonia assimilation	Ammonium transporter family	3	3	-28.67	100.00	61.67	1	1	
4698553.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	258	110	-21.99	94.98	52.92	25	5	
4698543.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	127	16	-28.77	84.83	70.68	11	2	
4698578.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	346	71	-22.93	91.35	56.16	27	5	
4698541.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	53	1	-25.17	91.64	59.02	11	1	
4698545.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	60	11	-27.67	84.73	68.95	13	4	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	367	198	-20.99	94.95	51.55	29	6	
4698580.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	53	9	-25.49	89.52	61.53	13	2	
4698554.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	49	14	-21.47	91.19	53.16	15	3	
4698581.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	134	14	-28.10	91.53	64.78	16	5	
4698575.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	149	18	-25.66	89.87	61.70	17	4	
4698546.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	168	94	-21.42	95.14	52.34	21	5	
4698571.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	29	7	-27.67	90.56	65.21	8	2	
4698558.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	37	8	-23.15	91.24	56.52	11	3	
4698567.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	22	7	-24.77	91.58	59.68	6	3	
4698569.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	267	110	-22.72	94.24	54.82	22	5	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	543	267	-22.09	94.50	53.47	38	7	
4698574.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	145	64	-23.71	94.51	56.05	18	5	
4698563.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	105	10	-28.00	91.51	64.39	13	3	
4698568.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	37	11	-22.05	84.00	59.42	8	2	
4698551.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	280	128	-20.52	94.72	50.41	29	6	
4698548.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	494	254	-21.75	94.89	52.74	33	8	
4698573.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	145	17	-27.21	90.52	64.37	13	3	
4698542.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	169	103	-18.83	95.62	47.81	19	4	
4698579.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	53	1	-26.35	91.06	61.29	10	1	
4698576.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	147	35	-29.14	91.02	67.22	15	5	
4698549.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	130	7	-27.06	86.83	66.05	22	3	
4698562.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	47	20	-20.50	92.64	51.11	14	3	
4698560.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	372	166	-22.66	94.71	54.05	28	6	
4698565.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	60	7	-19.89	87.54	53.42	13	3	
4698572.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	121	30	-26.57	90.68	63.04	17	5	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	132	67	-19.78	95.19	49.16	19	6	
4698544.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	119	17	-22.16	84.02	59.43	14	4	
4698547.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	100	4	-24.27	87.59	60.39	20	2	
4698556.3	Nitrogen Metabolism	-	Ammonia assimilation	Ferredoxin-dependent glutamate synthase (EC 1.4.7.1)	67	9	-27.05	87.61	65.49	14	4	
4698553.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	25	23	-18.19	99.02	47.72	4	3	
4698578.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	25	23	-15.14	99.45	42.23	6	4	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	39	37	-19.38	98.88	50.00	6	4	
4698580.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	1	1	-24.00	100.00	58.00	1	1	
4698554.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	3	3	-11.67	100.00	35.33	2	2	
4698581.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	2	2	-26.50	100.00	60.00	1	1	
4698575.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	2	2	-21.00	98.81	52.00	2	2	
4698546.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	21	21	-14.88	99.37	41.94	4	4	
4698571.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	1	1	-24.00	100.00	55.00	1	1	
4698558.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	1	1	-22.00	98.15	54.00	1	1	
4698567.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	1	1	-25.00	100.00	57.00	1	1	
4698569.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	26	24	-17.30	99.27	45.87	4	3	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	38	37	-19.53	99.24	49.80	5	4	
4698574.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	13	13	-18.36	99.58	47.82	4	4	
4698563.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	1	1	-31.00	100.00	69.00	1	1	
4698551.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	28	23	-15.30	98.80	42.96	5	3	
4698548.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	36	35	-17.11	99.39	45.68	4	3	
4698573.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	1	1	-38.00	98.78	82.00	1	1	
4698542.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	21	21	-14.38	98.85	41.50	5	5	
4698576.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	1	1	-35.00	100.00	79.00	1	1	
4698549.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	2	2	-18.50	100.00	48.00	1	1	
4698562.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	3	3	-12.00	100.00	36.00	1	1	
4698560.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	36	34	-15.96	99.40	43.52	4	3	
4698565.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	3	3	-20.67	100.00	51.33	1	1	
4698572.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	2	2	-12.00	98.89	38.00	2	2	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	15	13	-17.38	99.38	46.54	6	4	
4698547.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	2	2	-13.50	100.00	39.50	1	1	
4698556.3	Nitrogen Metabolism	-	Ammonia assimilation	Global nitrogen regulatory protein, CRP family of transcriptional regulators	3	3	-19.33	100.00	49.00	1	1	
4698553.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	213	36	-24.77	97.43	55.98	30	4	
4698543.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	34	6	-33.21	94.17	71.36	9	1	
4698578.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	280	18	-26.50	94.13	60.63	30	3	
4698541.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	45	2	-25.26	96.45	57.00	12	1	
4698545.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	23	2	-31.14	89.32	70.48	11	1	
4698577.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	281	55	-24.22	96.79	55.11	35	3	
4698580.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	47	2	-28.38	96.90	62.02	10	1	
4698554.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	28	2	-26.33	95.10	58.81	10	1	
4698581.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	80	1	-31.90	97.47	67.42	8	1	
4698575.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	116	9	-25.65	96.53	58.17	16	2	
4698546.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	131	35	-25.02	95.77	56.87	21	2	
4698571.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	13	3	-23.23	94.98	54.54	5	1	
4698558.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	46	2	-27.41	97.11	60.36	10	1	
4698567.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	13	4	-21.15	95.88	49.92	4	1	
4698569.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	225	31	-26.40	97.45	58.46	27	2	
4698582.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	342	79	-25.80	96.16	58.30	36	3	
4698574.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	85	19	-24.56	96.88	55.84	22	2	
4698563.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	70	1	-28.60	97.55	61.99	8	1	
4698568.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	17	1	-27.77	88.14	65.08	11	1	
4698551.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	238	44	-24.00	95.73	55.14	27	3	
4698548.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	289	88	-22.66	96.98	52.65	37	4	
4698573.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	108	8	-27.48	96.08	61.68	15	2	
4698542.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	100	27	-23.18	95.61	53.88	22	2	
4698579.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	45	2	-26.33	96.35	59.07	11	1	
4698576.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	77	8	-28.29	96.38	62.59	11	1	
4698549.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	116	3	-26.97	94.86	61.13	16	2	
4698562.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	34	2	-25.84	94.94	58.32	11	1	
4698560.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	302	59	-25.45	95.68	57.88	32	3	
4698565.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	34	1	-24.81	96.49	56.26	11	1	
4698572.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	59	5	-28.61	96.79	62.51	9	1	
4698570.3	Nitrogen Metabolism	-	Ammonia assimilation	Glutamine synthetase type I (EC 6.3.1.2)	71	17	-23.48	96.38	54.09	20	2	
